TF_id,TG_id,Index
b1334,b1415,1
b1334,b2957,1
b1334,b4401,1
b1334,b0112,1
b1334,b4139,1
b1334,b0928,1
b1334,b4133,1
b1334,b1883,1
b1334,b1884,1
b1334,b1882,1
b1334,b1881,1
b1334,b0827,1
b1334,b0826,1
b1334,b0733,1
b1334,b0734,1
b1334,b0432,1
b1334,b0431,1
b1334,b0430,1
b1334,b0429,1
b1334,b0428,1
b1334,b3368,1
b1334,b0894,1
b1334,b0895,1
b1334,b0896,1
b1334,b3544,1
b1334,b0586,1
b1334,b3265,1
b1334,b3266,1
b1334,b4079,1
b1334,b0587,1
b1334,b0585,1
b1334,b2731,1
b1334,b4154,1
b1334,b4153,1
b1334,b4152,1
b1334,b4151,1
b1334,b1612,1
b1334,b4122,1
b1334,b1611,1
b1334,b2904,1
b1334,b1761,1
b1334,b2241,1
b1334,b2242,1
b1334,b2243,1
b1334,b2239,1
b1334,b2240,1
b1334,b3212,1
b1334,b3213,1
b1334,b2029,1
b1334,b1210,1
b1334,b2552,1
b1334,b2727,1
b1334,b2728,1
b1334,b2729,1
b1334,b2730,1
b1334,b3942,1
b1334,b0116,1
b1334,b3417,1
b1334,b3416,1
b1334,b1224,1
b1334,b1225,1
b1334,b1227,1
b1334,b1226,1
b1334,b1223,1
b1334,b1221,1
b1334,b1222,1
b1334,b1109,1
b1334,b3365,1
b1334,b3367,1
b1334,b3366,1
b1334,b0903,1
b1334,b3728,1
b1334,b3724,1
b1334,b0871,1
b1334,b1211,1
b1334,b3726,1
b1334,b3725,1
b1334,b3727,1
b1334,b2499,1
b1334,b2500,1
b1334,b1854,1
b1334,b3317,1
b1334,b3320,1
b1334,b3319,1
b1334,b3231,1
b1334,b3313,1
b1334,b2606,1
b1334,b1716,1
b1334,b3315,1
b1334,b3318,1
b1334,b3312,1
b1334,b3314,1
b1334,b3230,1
b1334,b3321,1
b1334,b2609,1
b1334,b3311,1
b1334,b3316,1
b1334,b0723,1
b1334,b0724,1
b1334,b0721,1
b1334,b0722,1
b1334,b3908,1
b1334,b4063,1
b1334,b4062,1
b1334,b0726,1
b1334,b0727,1
b1334,b0728,1
b1334,b0729,1
b1334,b1885,1
b1334,b1886,1
b1334,b3118,1
b1334,b3117,1
b1334,b3116,1
b1334,b0002,1
b1334,b2607,1
b1334,b2580,1
b1334,b0113,1
b1334,b1256,1
b1334,b2481,1
b1334,b2608,1
b1334,b3115,1
b1334,b3124,1
b1334,b3125,1
b1334,b1852,1
b1334,b4138,1
b1334,b1474,1
b1334,b1475,1
b1334,b1476,1
b1334,b0897,1
b1334,b0904,1
b1334,b2482,1
b1334,b2732,1
b1334,b1276,1
b1334,b2498,1
b1334,b4039,1
b1334,b4040,1
b1334,b0887,1
b1334,b0167,1
b1334,b4238,1
b1334,b2905,1
b1334,b2917,1
b1334,b2918,1
b1334,b3214,1
b1334,b3481,1
b1334,b1127,1
b1334,b0036,1
b1334,b0037,1
b1334,b0038,1
b1334,b0039,1
b1334,b0040,1
b1334,b0041,1
b1334,b0042,1
b1334,b0043,1
b1334,b0044,1
b1334,b0781,1
b1334,b0782,1
b1334,b0784,1
b1334,b0785,1
b1334,b1537,1
b1334,b0783,1
b1334,b3745,1
b1334,b3746,1
b1334,b2277,1
b1334,b2284,1
b1334,b4070,1
b1334,b2579,1
b1334,b2903,1
b1334,b0451,1
b1334,b4071,1
b1334,b4072,1
b1334,b4073,1
b1334,b4074,1
b1334,b4075,1
b1334,b4076,1
b1334,b2163,1
b1334,b2194,1
b1334,b2195,1
b1334,b2196,1
b1334,b2197,1
b1334,b2199,1
b1334,b2200,1
b1334,b2201,1
b1334,b2202,1
b1334,b2203,1
b1334,b2204,1
b1334,b2205,1
b1334,b2206,1
b1334,b2208,1
b1334,b3476,1
b1334,b3477,1
b1334,b3478,1
b1334,b3479,1
b1334,b3480,1
b1334,b2288,1
b1334,b2287,1
b1334,b2286,1
b1334,b2285,1
b1334,b2283,1
b1334,b2282,1
b1334,b2281,1
b1334,b2280,1
b1334,b2279,1
b1334,b2278,1
b1334,b2276,1
b1334,b3408,1
b1334,b3409,1
b1334,b0814,1
b1334,b2497,1
b1334,b2207,1
b1334,b2198,1
b1334,b0450,1
b1334,b3493,1
b1334,b3515,1
b1334,b3516,1
b1334,b3518,1
b1334,b3531,1
b1334,b3532,1
b1334,b3611,1
b1334,b0933,1
b1334,b1778,1
b1334,b1220,1
b1334,b1212,1
b1334,b2711,1
b1334,b3128,1
b1334,b0035,1
b1334,b3543,1
b1334,b3542,1
b1334,b3541,1
b1334,b3540,1
b1334,b3091,1
b1334,b3127,1
b1334,b3410,1
b1334,b2367,1
b1334,b3517,1
b1334,b0034,1
b1334,b0602,1
b1334,b0613,1
b1334,b0614,1
b1334,b0615,1
b1334,b0616,1
b1334,b0618,1
b1334,b0619,1
b1334,b0620,1
b1334,b0621,1
b1334,b0872,1
b1334,b0873,1
b1334,b0934,1
b1334,b0935,1
b1334,b0936,1
b1334,b0937,1
b1334,b1160,1
b1334,b1182,1
b1334,b1296,1
b1334,b1297,1
b1334,b1324,1
b1334,b1445,1
b1334,b1541,1
b1334,b1549,1
b1334,b1587,1
b1334,b1588,1
b1334,b1589,1
b1334,b1590,1
b1334,b1591,1
b1334,b1593,1
b1334,b1669,1
b1334,b1670,1
b1334,b1671,1
b1334,b1672,1
b1334,b1673,1
b1334,b1674,1
b1334,b1904,1
b1334,b1988,1
b1334,b2343,1
b1334,b2368,1
b1334,b2450,1
b1334,b2483,1
b1334,b2484,1
b1334,b2485,1
b1334,b2486,1
b1334,b2487,1
b1334,b2488,1
b1334,b2489,1
b1334,b2490,1
b1334,b2491,1
b1334,b2492,1
b1334,b2503,1
b1334,b2710,1
b1334,b2813,1
b1334,b2866,1
b1334,b2867,1
b1334,b2868,1
b1334,b2919,1
b1334,b2920,1
b1334,b3071,1
b1334,b3072,1
b1334,b4471,1
b1334,b3113,1
b1334,b3114,1
b1334,b3830,1
b1334,b4124,1
b1334,b4125,1
b1334,b4209,1
b1334,b4326,1
b1334,b3092,1
b1334,b4237,1
b1334,b4493,1
b1334,b4511,1
b1334,b4742,1
b3357,b0764,1
b3357,b4123,1
b3357,b4003,1
b3357,b4015,1
b3357,b4014,1
b3357,b0114,1
b3357,b0115,1
b3357,b4016,1
b3357,b1002,1
b3357,b1415,1
b3357,b1300,1
b3357,b0110,1
b3357,b0111,1
b3357,b2957,1
b3357,b0062,1
b3357,b0063,1
b3357,b0064,1
b3357,b0061,1
b3357,b2841,1
b3357,b1901,1
b3357,b1900,1
b3357,b4460,1
b3357,b0396,1
b3357,b3172,1
b3357,b0908,1
b3357,b2716,1
b3357,b2715,1
b3357,b4139,1
b3357,b3721,1
b3357,b3722,1
b3357,b3723,1
b3357,b2143,1
b3357,b1738,1
b3357,b1737,1
b3357,b1736,1
b3357,b1735,1
b3357,b1734,1
b3357,b0765,1
b3357,b2155,1
b3357,b4213,1
b3357,b2417,1
b3357,b0598,1
b3357,b3806,1
b3357,b0432,1
b3357,b0431,1
b3357,b0430,1
b3357,b0429,1
b3357,b0428,1
b3357,b3368,1
b3357,b3934,1
b3357,b4382,1
b3357,b4383,1
b3357,b4381,1
b3357,b4384,1
b3357,b0145,1
b3357,b2366,1
b3357,b2365,1
b3357,b3076,1
b3357,b3077,1
b3357,b0596,1
b3357,b0595,1
b3357,b0593,1
b3357,b0583,1
b3357,b0594,1
b3357,b3404,1
b3357,b2344,1
b3357,b2925,1
b3357,b4291,1
b3357,b4290,1
b3357,b4289,1
b3357,b4288,1
b3357,b4287,1
b3357,b0584,1
b3357,b3261,1
b3357,b1891,1
b3357,b1892,1
b3357,b2800,1
b3357,b2802,1
b3357,b2803,1
b3357,b2799,1
b3357,b2801,1
b3357,b2805,1
b3357,b2804,1
b3357,b1612,1
b3357,b4122,1
b3357,b1611,1
b3357,b0683,1
b3357,b2662,1
b3357,b0759,1
b3357,b0757,1
b3357,b2151,1
b3357,b0758,1
b3357,b1779,1
b3357,b2927,1
b3357,b0124,1
b3357,b2904,1
b3357,b1761,1
b3357,b3429,1
b3357,b3430,1
b3357,b3428,1
b3357,b3870,1
b3357,b3868,1
b3357,b3869,1
b3357,b2241,1
b3357,b2242,1
b3357,b2243,1
b3357,b3426,1
b3357,b3425,1
b3357,b3927,1
b3357,b3424,1
b3357,b3926,1
b3357,b2239,1
b3357,b3423,1
b3357,b2240,1
b3357,b0720,1
b3357,b3212,1
b3357,b3213,1
b3357,b2614,1
b3357,b2507,1
b3357,b2508,1
b3357,b2231,1
b3357,b4175,1
b3357,b4174,1
b3357,b4173,1
b3357,b4172,1
b3357,b4000,1
b3357,b0440,1
b3357,b4004,1
b3357,b3671,1
b3357,b3670,1
b3357,b3168,1
b3357,b2741,1
b3357,b0342,1
b3357,b0345,1
b3357,b0343,1
b3357,b0344,1
b3357,b4036,1
b3357,b0116,1
b3357,b4034,1
b3357,b4033,1
b3357,b4032,1
b3357,b1620,1
b3357,b4035,1
b3357,b4037,1
b3357,b3418,1
b3357,b1621,1
b3357,b1622,1
b3357,b1613,1
b3357,b1817,1
b3357,b1818,1
b3357,b1819,1
b3357,b2783,1
b3357,b3236,1
b3357,b4119,1
b3357,b4120,1
b3357,b2942,1
b3357,b2149,1
b3357,b2150,1
b3357,b2148,1
b3357,b3599,1
b3357,b3600,1
b3357,b0677,1
b3357,b0678,1
b3357,b0675,1
b3357,b0679,1
b3357,b0676,1
b3357,b3225,1
b3357,b3365,1
b3357,b3367,1
b3357,b3366,1
b3357,b2234,1
b3357,b2235,1
b3357,b2964,1
b3357,b3169,1
b3357,b0957,1
b3357,b0929,1
b3357,b3405,1
b3357,b3961,1
b3357,b3403,1
b3357,b0903,1
b3357,b2926,1
b3357,b0931,1
b3357,b3164,1
b3357,b3363,1
b3357,b4201,1
b3357,b1101,1
b3357,b2415,1
b3357,b2416,1
b3357,b1015,1
b3357,b3749,1
b3357,b3751,1
b3357,b3750,1
b3357,b3748,1
b3357,b3752,1
b3357,b3753,1
b3357,b2784,1
b3357,b3906,1
b3357,b3905,1
b3357,b4203,1
b3357,b3231,1
b3357,b3461,1
b3357,b4200,1
b3357,b3230,1
b3357,b3165,1
b3357,b4202,1
b3357,b0723,1
b3357,b0724,1
b3357,b0721,1
b3357,b0722,1
b3357,b3609,1
b3357,b2913,1
b3357,b0907,1
b3357,b0146,1
b3357,b3908,1
b3357,b1656,1
b3357,b1272,1
b3357,b2965,1
b3357,b2703,1
b3357,b2704,1
b3357,b2705,1
b3357,b2706,1
b3357,b2708,1
b3357,b2707,1
b3357,b0726,1
b3357,b0727,1
b3357,b0728,1
b3357,b0729,1
b3357,b3118,1
b3357,b3117,1
b3357,b3116,1
b3357,b3708,1
b3357,b3709,1
b3357,b1421,1
b3357,b3781,1
b3357,b0411,1
b3357,b3831,1
b3357,b3452,1
b3357,b3453,1
b3357,b3450,1
b3357,b3451,1
b3357,b3449,1
b3357,b3666,1
b3357,b1617,1
b3357,b1521,1
b3357,b4322,1
b3357,b2509,1
b3357,b3565,1
b3357,b3564,1
b3357,b4031,1
b3357,b0113,1
b3357,b0597,1
b3357,b0880,1
b3357,b1256,1
b3357,b2232,1
b3357,b2481,1
b3357,b2597,1
b3357,b2840,1
b3357,b3115,1
b3357,b3166,1
b3357,b3167,1
b3357,b3170,1
b3357,b3356,1
b3357,b4030,1
b3357,b4138,1
b3357,b4118,1
b3357,b2782,1
b3357,b0904,1
b3357,b2482,1
b3357,b2147,1
b3357,b3260,1
b3357,b3907,1
b3357,b3571,1
b3357,b1276,1
b3357,b2661,1
b3357,b2663,1
b3357,b3049,1
b3357,b4376,1
b3357,b4239,1
b3357,b1189,1
b3357,b1190,1
b3357,b1531,1
b3357,b1530,1
b3357,b2905,1
b3357,b4069,1
b3357,b2469,1
b3357,b1493,1
b3357,b3214,1
b3357,b3925,1
b3357,b1805,1
b3357,b1205,1
b3357,b3512,1
b3357,b0109,1
b3357,b0036,1
b3357,b0037,1
b3357,b0038,1
b3357,b0039,1
b3357,b0040,1
b3357,b0041,1
b3357,b0042,1
b3357,b0043,1
b3357,b0044,1
b3357,b1532,1
b3357,b4111,1
b3357,b2166,1
b3357,b1616,1
b3357,b0756,1
b3357,b2579,1
b3357,b0106,1
b3357,b2903,1
b3357,b1301,1
b3357,b3884,1
b3357,b3902,1
b3357,b3903,1
b3357,b3904,1
b3357,b2009,1
b3357,b2573,1
b3357,b4067,1
b3357,b4068,1
b3357,b3601,1
b3357,b2393,1
b3357,b2165,1
b3357,b2171,1
b3357,b0107,1
b3357,b0108,1
b3357,b4240,1
b3357,b0192,1
b3357,b2943,1
b3357,b4268,1
b3357,b0623,1
b3357,b1733,1
b3357,b3513,1
b3357,b3514,1
b3357,b3516,1
b3357,b3567,1
b3357,b3568,1
b3357,b3574,1
b3357,b3575,1
b3357,b3576,1
b3357,b3577,1
b3357,b3578,1
b3357,b3579,1
b3357,b3580,1
b3357,b3581,1
b3357,b3582,1
b3357,b3583,1
b3357,b3588,1
b3357,b0118,1
b3357,b2572,1
b3357,b0191,1
b3357,b2236,1
b3357,b3415,1
b3357,b2660,1
b3357,b2468,1
b3357,b2094,1
b3357,b2093,1
b3357,b2092,1
b3357,b2091,1
b3357,b2096,1
b3357,b0763,1
b3357,b1299,1
b3357,b4233,1
b3357,b4194,1
b3357,b4195,1
b3357,b4265,1
b3357,b4302,1
b3357,b4304,1
b3357,b4305,1
b3357,b4321,1
b3357,b0035,1
b3357,b3437,1
b3357,b4476,1
b3357,b2761,1
b3357,b3091,1
b3357,b3093,1
b3357,b3094,1
b3357,b3135,1
b3357,b2754,1
b3357,b3370,1
b3357,b3528,1
b3357,b4477,1
b3357,b3693,1
b3357,b3691,1
b3357,b3608,1
b3357,b0125,1
b3357,b4323,1
b3357,b4324,1
b3357,b3566,1
b3357,b3569,1
b3357,b0953,1
b3357,b3517,1
b3357,b3081,1
b3357,b4406,1
b3357,b3224,1
b3357,b0034,1
b3357,b0189,1
b3357,b0190,1
b3357,b0328,1
b3357,b0330,1
b3357,b0331,1
b3357,b0333,1
b3357,b0334,1
b3357,b0335,1
b3357,b0346,1
b3357,b0352,1
b3357,b0613,1
b3357,b0614,1
b3357,b0615,1
b3357,b0616,1
b3357,b0618,1
b3357,b0619,1
b3357,b0620,1
b3357,b0651,1
b3357,b0681,1
b3357,b0682,1
b3357,b0805,1
b3357,b0819,1
b3357,b0820,1
b3357,b1036,1
b3357,b1037,1
b3357,b1038,1
b3357,b1039,1
b3357,b1040,1
b3357,b1111,1
b3357,b1112,1
b3357,b1182,1
b3357,b1298,1
b3357,b1302,1
b3357,b1339,1
b3357,b1384,1
b3357,b1387,1
b3357,b1388,1
b3357,b1389,1
b3357,b1390,1
b3357,b1391,1
b3357,b1392,1
b3357,b1393,1
b3357,b1394,1
b3357,b1395,1
b3357,b1396,1
b3357,b1397,1
b3357,b1398,1
b3357,b1420,1
b3357,b1438,1
b3357,b1445,1
b3357,b1492,1
b3357,b1511,1
b3357,b1512,1
b3357,b1513,1
b3357,b1514,1
b3357,b1515,1
b3357,b1516,1
b3357,b1517,1
b3357,b1518,1
b3357,b1519,1
b3357,b1580,1
b3357,b1581,1
b3357,b1593,1
b3357,b1594,1
b3357,b1615,1
b3357,b2095,1
b3357,b2146,1
b3357,b2428,1
b3357,b2429,1
b3357,b2483,1
b3357,b2484,1
b3357,b2485,1
b3357,b2486,1
b3357,b2487,1
b3357,b2488,1
b3357,b2489,1
b3357,b2490,1
b3357,b2491,1
b3357,b2492,1
b3357,b2535,1
b3357,b2570,1
b3357,b2571,1
b3357,b2584,1
b3357,b2659,1
b3357,b2755,1
b3357,b2756,1
b3357,b2757,1
b3357,b2758,1
b3357,b2759,1
b3357,b2760,1
b3357,b2774,1
b3357,b2844,1
b3357,b2870,1
b3357,b2980,1
b3357,b3072,1
b3357,b4471,1
b3357,b3113,1
b3357,b3114,1
b3357,b3132,1
b3357,b3133,1
b3357,b3134,1
b3357,b3221,1
b3357,b3222,1
b3357,b3223,1
b3357,b3240,1
b3357,b3241,1
b3357,b3242,1
b3357,b3243,1
b3357,b3371,1
b3357,b4474,1
b3357,b3374,1
b3357,b3375,1
b3357,b3392,1
b3357,b3393,1
b3357,b3394,1
b3357,b3395,1
b3357,b3413,1
b3357,b3414,1
b3357,b4479,1
b3357,b4124,1
b3357,b4193,1
b3357,b4196,1
b3357,b4197,1
b3357,b4198,1
b3357,b4217,1
b3357,b4264,1
b3357,b4266,1
b3357,b4267,1
b3357,b4297,1
b3357,b4298,1
b3357,b4299,1
b3357,b4300,1
b3357,b4301,1
b3357,b4303,1
b3357,b4309,1
b3357,b4310,1
b3357,b4311,1
b3357,b4354,1
b3357,b4357,1
b3357,b4358,1
b3357,b1385,1
b3357,b3092,1
b3357,b2702,1
b3357,b4478,1
b3357,b0347,1
b3357,b0348,1
b3357,b0349,1
b3357,b0350,1
b3357,b0351,1
b3357,b4565,1
b3357,b4532,1
b3357,b4502,1
b3357,b4671,1
b3357,b4725,1
b1594,b2417,1
b1594,b3418,1
b1594,b1817,1
b1594,b1818,1
b1594,b1819,1
b1594,b1101,1
b1594,b2415,1
b1594,b2416,1
b1594,b1593,1
b4133,b4131,1
b4133,b4132,1
b1988,b3187,1
b1988,b4014,1
b1988,b2296,1
b1988,b1982,1
b1988,b0110,1
b1988,b4214,1
b1988,b2957,1
b1988,b2841,1
b1988,b1901,1
b1988,b1693,1
b1988,b3281,1
b1988,b2601,1
b1988,b3744,1
b1988,b3743,1
b1988,b3336,1
b1988,b3721,1
b1988,b3551,1
b1988,b1888,1
b1988,b0827,1
b1988,b4213,1
b1988,b0733,1
b1988,b0339,1
b1988,b2764,1
b1988,b0526,1
b1988,b0031,1
b1988,b1961,1
b1988,b1538,1
b1988,b0381,1
b1988,b2133,1
b1988,b3702,1
b1988,b0211,1
b1988,b3544,1
b1988,b3265,1
b1988,b0587,1
b1988,b1923,1
b1988,b2800,1
b1988,b2662,1
b1988,b1761,1
b1988,b3741,1
b1988,b3926,1
b1988,b0720,1
b1988,b3212,1
b1988,b3213,1
b1988,b4077,1
b1988,b3500,1
b1988,b0369,1
b1988,b0475,1
b1988,b4172,1
b1988,b0473,1
b1988,b1829,1
b1988,b4000,1
b1988,b1136,1
b1988,b3670,1
b1988,b0537,1
b1988,b3942,1
b1988,b3617,1
b1988,b1215,1
b1988,b2569,1
b1988,b2568,1
b1988,b0076,1
b1988,b3457,1
b1988,b3458,1
b1988,b3456,1
b1988,b0889,1
b1988,b2838,1
b1988,b2839,1
b1988,b4129,1
b1988,b1620,1
b1988,b1622,1
b1988,b0168,1
b1988,b4346,1
b1988,b3829,1
b1988,b3828,1
b1988,b2149,1
b1988,b2150,1
b1988,b4142,1
b1988,b3250,1
b1988,b3225,1
b1988,b1223,1
b1988,b1222,1
b1988,b3169,1
b1988,b0416,1
b1988,b0957,1
b1988,b0929,1
b1988,b3405,1
b1988,b0565,1
b1988,b1243,1
b1988,b1245,1
b1988,b1283,1
b1988,b1723,1
b1988,b0399,1
b1988,b3728,1
b1988,b3821,1
b1988,b1603,1
b1988,b3863,1
b1988,b3956,1
b1988,b0525,1
b1988,b3727,1
b1988,b2821,1
b1988,b4245,1
b1988,b1951,1
b1988,b3778,1
b1988,b3842,1
b1988,b1924,1
b1988,b3703,1
b1988,b3649,1
b1988,b1814,1
b1988,b0721,1
b1988,b1916,1
b1988,b2913,1
b1988,b3648,1
b1988,b2707,1
b1988,b0726,1
b1988,b3118,1
b1988,b1719,1
b1988,b3708,1
b1988,b3709,1
b1988,b0740,1
b1988,b0888,1
b1988,b3669,1
b1988,b0398,1
b1988,b0410,1
b1988,b0736,1
b1988,b1914,1
b1988,b2405,1
b1988,b2823,1
b1988,b2824,1
b1988,b2923,1
b1988,b3120,1
b1988,b3170,1
b1988,b3291,1
b1988,b3337,1
b1988,b3742,1
b1988,b1692,1
b1988,b0315,1
b1988,b0897,1
b1988,b0898,1
b1988,b4224,1
b1988,b1214,1
b1988,b0382,1
b1988,b3765,1
b1988,b4246,1
b1988,b3785,1
b1988,b3860,1
b1988,b0337,1
b1988,b0336,1
b1988,b2661,1
b1988,b2663,1
b1988,b3647,1
b1988,b2156,1
b1988,b3631,1
b1988,b1053,1
b1988,b3335,1
b1988,b4169,1
b1988,b3720,1
b1988,b4040,1
b1988,b0605,1
b1988,b3495,1
b1988,b4376,1
b1988,b1189,1
b1988,b0338,1
b1988,b4219,1
b1988,b1530,1
b1988,b2905,1
b1988,b3820,1
b1988,b3826,1
b1988,b1096,1
b1988,b1842,1
b1988,b3214,1
b1988,b3215,1
b1988,b1188,1
b1988,b0704,1
b1988,b1661,1
b1988,b3687,1
b1988,b1004,1
b1988,b3512,1
b1988,b0109,1
b1988,b3406,1
b1988,b3054,1
b1988,b2369,1
